Número a buscar	Tamaño de n	Tiempo	Encontrado
0	10000000	0.0014688969	1.0
5000	10000000	0.0016682148	0.0
61396	10000000	0.002022028	0.0
152503	10000000	0.0025160313	0.0
214826	10000000	0.0015478134	0.0
3128036	10000000	0.0016689301	1.0
6337399	10000000	0.0016489029	1.0
10393545	10000000	0.001554966	1.0
14700764	10000000	0.0021190643	0.0
187645041	10000000	0.0018799305	0.0
450057883	10000000	0.0015261173	0.0
1295390003	10000000	0.0015330315	1.0
1360839354	10000000	0.0017080307	0.0
1493283650	10000000	0.0015888214	1.0
1843349527	10000000	0.0020229816	1.0
1980098116	10000000	0.0020499229	0.0
2109248666	10000000	0.0020039082	1.0
2147445644	10000000	0.0020301342	0.0
2147470852	10000000	0.0015428066	1.0


Coeficientes
f(n)= -1.5301382775119482e-12*n+0.0018514064347368421
f(n)= -1.9926781646831416e-05*n^0.002148387569563307
f(n)= -7.241642072311492e-10*e^(-6.293033443397857n)
f(n)= -0.010268688159419302*ln(n)+-6.139638926600311
f(n)= 1/(3.373962893006289e-07*n+541.4466257606251)
