Número a buscar	Tamaño de n	Tiempo	Encontrado
Número a buscar	Tamaño de n	Tiempo	Encontrado
0	7000000	0.0021009445	1.0
5000	7000000	0.0018441677	0.0
61396	7000000	0.0021140575	0.0
152503	7000000	0.0016019344	0.0
214826	7000000	0.0016288757	0.0
3128036	7000000	0.0017359257	1.0
6337399	7000000	0.0020370483	1.0
10393545	7000000	0.0025291443	1.0
14700764	7000000	0.0022251606	0.0
187645041	7000000	0.0020701885	0.0
450057883	7000000	0.0021460056	0.0
1295390003	7000000	0.0021548271	1.0
1360839354	7000000	0.002038002	0.0
1493283650	7000000	0.0018467903	1.0
1843349527	7000000	0.0015470982	0.0
1980098116	7000000	0.002106905	0.0
2109248666	7000000	0.0022730827	0.0
2147445644	7000000	0.0020229816	0.0
2147470852	7000000	0.0015981197	0.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	8000000	0.0015540123	1.0
5000	8000000	0.0015070438	0.0
61396	8000000	0.0020720959	0.0
152503	8000000	0.0017929077	0.0
214826	8000000	0.001516819	0.0
3128036	8000000	0.0020809174	1.0
6337399	8000000	0.0019390583	1.0
10393545	8000000	0.0020179749	1.0
14700764	8000000	0.0015969276	0.0
187645041	8000000	0.0107049942	0.0
450057883	8000000	0.0020110607	0.0
1295390003	8000000	0.0015470982	1.0
1360839354	8000000	0.0015480518	0.0
1493283650	8000000	0.0020470619	1.0
1843349527	8000000	0.0021800995	0.0
1980098116	8000000	0.0019900799	0.0
2109248666	8000000	0.0020828247	0.0
2147445644	8000000	0.0020959377	0.0
2147470852	8000000	0.0015530586	0.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	9000000	0.00198102	1.0
5000	9000000	0.0015871525	0.0
61396	9000000	0.00157094	0.0
152503	9000000	0.0015358925	0.0
214826	9000000	0.0019659996	0.0
3128036	9000000	0.0018157959	1.0
6337399	9000000	0.0015361309	1.0
10393545	9000000	0.001732111	1.0
14700764	9000000	0.0017728806	0.0
187645041	9000000	0.0015089512	0.0
450057883	9000000	0.0020418167	0.0
1295390003	9000000	0.0015318394	1.0
1360839354	9000000	0.0016019344	0.0
1493283650	9000000	0.0021948814	1.0
1843349527	9000000	0.0021018982	1.0
1980098116	9000000	0.0020430088	0.0
2109248666	9000000	0.0020020008	0.0
2147445644	9000000	0.0015900135	0.0
2147470852	9000000	0.0019550323	0.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	10000000	0.0014920235	1.0
5000	10000000	0.0020480156	0.0
61396	10000000	0.0015859604	0.0
152503	10000000	0.0016899109	0.0
214826	10000000	0.0016429424	0.0
3128036	10000000	0.0022039413	1.0
6337399	10000000	0.0016298294	1.0
10393545	10000000	0.0014829636	1.0
14700764	10000000	0.0015671253	0.0
187645041	10000000	0.001488924	0.0
450057883	10000000	0.0015428066	0.0
1295390003	10000000	0.0015120506	1.0
1360839354	10000000	0.0020930767	0.0
1493283650	10000000	0.0015540123	1.0
1843349527	10000000	0.0021791458	1.0
1980098116	10000000	0.0018730164	0.0
2109248666	10000000	0.0022788048	1.0
2147445644	10000000	0.0015661716	0.0
2147470852	10000000	0.0020210743	1.0


Coeficientes
f(n)= 1.1771641754385987e-11*n+0.0018245010992982455
f(n)= 5.699062806211258e-05*n^0.0010158095093453525
f(n)= 5.892020418785899e-09*e^(-6.308851901405807n)
f(n)= 0.028244602593986846*ln(n)+-6.709321207499425
f(n)= 1/(-2.9845871312732073e-06*n+550.7542802733346)
