Número a buscar	Tamaño de n	Tiempo	Encontrado
152503	10000000	0.0020039082	0.0
214826	10000000	0.0021440983	0.0
3128036	10000000	0.0020549297	1.0
6337399	10000000	0.0021400452	1.0
10393545	10000000	0.0021700859	1.0
14700764	10000000	0.0015389919	0.0
187645041	10000000	0.0016088486	0.0
450057883	10000000	0.0020201206	0.0
1295390003	10000000	0.0015571117	1.0
1360839354	10000000	0.0020368099	0.0
1493283650	10000000	0.0019459724	1.0
1843349527	10000000	0.0016160011	1.0
1980098116	10000000	0.0015449524	0.0
2109248666	10000000	0.0019907951	1.0
2147445644	10000000	0.0017549992	0.0
2147470852	10000000	0.0017931461	1.0


Coeficientes
f(n)= -4.103978488038278e-11*n+0.002155930533684211
f(n)= -0.00017771475608236513*n^0.004653859505423217
f(n)= -1.7851263984876842e-08*e^(-6.161794874647811n)
f(n)= -0.07883530110482455*ln(n)+-5.051750800489645
f(n)= 1/(7.890123892027895e-06*n+483.97768165686773)
