Número a buscar	Tamaño de n	Tiempo	Encontrado
14700764	4000000	0.0031239986	0.0
187645041	4000000	0.0031890869	0.0
450057883	4000000	0.0031199455	0.0
1295390003	4000000	0.002712965	0.0
1360839354	4000000	0.0026500225	0.0
1493283650	4000000	0.0021669865	1.0
1843349527	4000000	0.0022118092	1.0
1980098116	4000000	0.0031449795	0.0
2109248666	4000000	0.003139019	0.0
2147445644	4000000	0.0024821758	0.0
2147470852	4000000	0.0026710033	0.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	5000000	0.0029759407	0.0
5000	5000000	0.0029640198	0.0
61396	5000000	0.0028259754	0.0
152503	5000000	0.0028121471	0.0
214826	5000000	0.0026190281	0.0
3128036	5000000	0.0022850037	1.0
6337399	5000000	0.002918005	0.0
10393545	5000000	0.0036399364	0.0
14700764	5000000	0.0031020641	0.0
187645041	5000000	0.0030019283	0.0
450057883	5000000	0.0029621124	0.0
1295390003	5000000	0.0028970242	0.0
1360839354	5000000	0.0038321018	0.0
1493283650	5000000	0.0032520294	1.0
1843349527	5000000	0.003166914	1.0
1980098116	5000000	0.0036621094	0.0
2109248666	5000000	0.0036590099	0.0
2147445644	5000000	0.003770113	0.0
2147470852	5000000	0.0039739609	0.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	6000000	0.0035672188	0.0
5000	6000000	0.0042948723	0.0
61396	6000000	0.0042519569	0.0
152503	6000000	0.0043241978	0.0
214826	6000000	0.005053997	0.0
3128036	6000000	0.0023210049	1.0
6337399	6000000	0.004486084	0.0
10393545	6000000	0.0041441917	0.0
14700764	6000000	0.0042910576	0.0
187645041	6000000	0.0032150745	0.0
450057883	6000000	0.0032179356	0.0
1295390003	6000000	0.0032601357	0.0
1360839354	6000000	0.0033009052	0.0
1493283650	6000000	0.0021660328	1.0
1843349527	6000000	0.0028457642	1.0
1980098116	6000000	0.0030620098	0.0
2109248666	6000000	0.0032429695	0.0
2147445644	6000000	0.0032799244	0.0
2147470852	6000000	0.0052959919	0.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	7000000	0.0033569336	0.0
5000	7000000	0.0047719479	0.0
61396	7000000	0.0030729771	0.0
152503	7000000	0.0036129951	0.0
214826	7000000	0.0034160614	0.0
3128036	7000000	0.003207922	1.0
6337399	7000000	0.0043928623	1.0
10393545	7000000	0.0034849644	1.0
14700764	7000000	0.0033760071	0.0
187645041	7000000	0.0036830902	0.0
450057883	7000000	0.0046441555	0.0
1295390003	7000000	0.0041649342	0.0
1360839354	7000000	0.0032868385	0.0
1493283650	7000000	0.0021619797	1.0
1843349527	7000000	0.0029888153	1.0
1980098116	7000000	0.0031788349	0.0
2109248666	7000000	0.0033519268	1.0
2147445644	7000000	0.0051090717	0.0
2147470852	7000000	0.0055868626	0.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	8000000	0.0050568581	0.0
5000	8000000	0.0036189556	0.0
61396	8000000	0.0032269955	0.0
152503	8000000	0.0035672188	0.0
214826	8000000	0.003729105	0.0
3128036	8000000	0.0037221909	1.0
6337399	8000000	0.0033919811	1.0
10393545	8000000	0.003180027	1.0
14700764	8000000	0.0052270889	0.0
187645041	8000000	0.0050570965	0.0
450057883	8000000	0.0036599636	0.0
1295390003	8000000	0.0035529137	0.0
1360839354	8000000	0.004212141	0.0
1493283650	8000000	0.0034079552	1.0
1843349527	8000000	0.0034098625	1.0
1980098116	8000000	0.0033590794	0.0
2109248666	8000000	0.003390789	1.0
2147445644	8000000	0.0034971237	0.0
2147470852	8000000	0.0043840408	1.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	9000000	0.005685091	0.0
5000	9000000	0.0038869381	0.0
61396	9000000	0.0039260387	0.0
152503	9000000	0.0056200027	0.0
214826	9000000	0.0039701462	0.0
3128036	9000000	0.0029709339	1.0
6337399	9000000	0.0031549931	1.0
10393545	9000000	0.0038218498	1.0
14700764	9000000	0.0040121078	0.0
187645041	9000000	0.0038518906	0.0
450057883	9000000	0.0057630539	0.0
1295390003	9000000	0.0038301945	1.0
1360839354	9000000	0.006098032	0.0
1493283650	9000000	0.0034270287	1.0
1843349527	9000000	0.0027649403	1.0
1980098116	9000000	0.0046329498	0.0
2109248666	9000000	0.0033779144	1.0
2147445644	9000000	0.0040028095	0.0
2147470852	9000000	0.0079488754	1.0

Número a buscar	Tamaño de n	Tiempo	Encontrado
0	10000000	0.0062561035	0.0
5000	10000000	0.0062010288	0.0
61396	10000000	0.0043709278	0.0
152503	10000000	0.0043771267	0.0
214826	10000000	0.0062580109	0.0
3128036	10000000	0.0039191246	1.0
6337399	10000000	0.0042610168	1.0
10393545	10000000	0.0047409534	1.0
14700764	10000000	0.00613904	0.0
187645041	10000000	0.004201889	0.0
450057883	10000000	0.0043702126	0.0
1295390003	10000000	0.0039010048	1.0
1360839354	10000000	0.0064501762	0.0
1493283650	10000000	0.0035920143	1.0
1843349527	10000000	0.0029859543	1.0
1980098116	10000000	0.0043928623	0.0
2109248666	10000000	0.004502058	1.0
2147445644	10000000	0.005147934	0.0
2147470852	10000000	0.0040950775	1.0


Coeficientes
f(n)= 2.644946511004784e-10*n+0.001922343068421053
f(n)= 0.0009884527713944378*n^-0.011771915896589361
f(n)= 7.94633421859534e-08*e^(-6.155545157507982n)
f(n)= 0.3032906587164366*ln(n)+-10.366714796995394
f(n)= 1/(-2.4703732265172862e-05*n+449.1184636747398)
